relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,timestamp,confidence,relationship_origin,source_dataset,source_record_reference,synthetic_flag,reason,scenario_id
REL-0707544,Case,CASE-01519,HAS_EVENT,PhysicalAccessEvent,PHY-00035380,2024-02-10T18:28:18,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1519
REL-0707545,Person,PER-027179,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035380,2024-02-10T18:28:18,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1519
REL-0707578,Case,CASE-01584,HAS_EVENT,PhysicalAccessEvent,PHY-00035397,2025-04-05T03:39:25,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1584
REL-0707579,Person,PER-028278,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035397,2025-04-05T03:39:25,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1584
REL-0707582,Case,CASE-01594,HAS_EVENT,PhysicalAccessEvent,PHY-00035399,2025-11-13T08:56:28,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1594
REL-0707583,Person,PER-028494,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035399,2025-11-13T08:56:28,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1594
REL-0707618,Case,CASE-01664,HAS_EVENT,PhysicalAccessEvent,PHY-00035417,2025-12-22T12:15:37,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1664
REL-0707619,Person,PER-029521,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035417,2025-12-22T12:15:37,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1664
REL-0707658,Case,CASE-01744,HAS_EVENT,PhysicalAccessEvent,PHY-00035437,2024-10-16T10:49:32,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1744
REL-0707659,Person,PER-031212,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035437,2024-10-16T10:49:32,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1744
REL-0707782,Case,CASE-01994,HAS_EVENT,PhysicalAccessEvent,PHY-00035499,2025-09-28T16:12:51,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1994
REL-0707783,Person,PER-035454,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035499,2025-09-28T16:12:51,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1994
REL-0707854,Case,CASE-00139,HAS_EVENT,PhysicalAccessEvent,PHY-00035535,2024-05-04T12:16:46,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0139
REL-0707855,Person,PER-002304,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035535,2024-05-04T12:16:46,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0139
REL-0707878,Case,CASE-00184,HAS_EVENT,PhysicalAccessEvent,PHY-00035547,2025-05-27T07:00:05,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0184
REL-0707879,Person,PER-003233,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035547,2025-05-27T07:00:05,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0184
REL-0707960,Case,CASE-00349,HAS_EVENT,PhysicalAccessEvent,PHY-00035588,2024-06-23T23:23:23,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0349
REL-0707961,Person,PER-006443,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035588,2024-06-23T23:23:23,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0349
REL-0707982,Case,CASE-00394,HAS_EVENT,PhysicalAccessEvent,PHY-00035599,2025-02-03T05:54:10,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0394
REL-0707983,Person,PER-007236,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035599,2025-02-03T05:54:10,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0394
REL-0708050,Case,CASE-00529,HAS_EVENT,PhysicalAccessEvent,PHY-00035633,2024-01-03T20:43:49,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0529
REL-0708051,Person,PER-009628,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035633,2024-01-03T20:43:49,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0529
REL-0708068,Case,CASE-00564,HAS_EVENT,PhysicalAccessEvent,PHY-00035642,2024-11-19T13:07:59,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0564
REL-0708069,Person,PER-010131,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035642,2024-11-19T13:07:59,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0564
REL-0708264,Case,CASE-00959,HAS_EVENT,PhysicalAccessEvent,PHY-00035740,2024-09-28T00:17:38,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-0959
REL-0708265,Person,PER-017223,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035740,2024-09-28T00:17:38,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-0959
REL-0708314,Case,CASE-01059,HAS_EVENT,PhysicalAccessEvent,PHY-00035765,2024-08-05T04:42:45,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1059
REL-0708315,Person,PER-018950,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035765,2024-08-05T04:42:45,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1059
REL-0708328,Case,CASE-01084,HAS_EVENT,PhysicalAccessEvent,PHY-00035772,2025-09-13T23:45:37,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1084
REL-0708329,Person,PER-019374,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035772,2025-09-13T23:45:37,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1084
REL-0708348,Case,CASE-01124,HAS_EVENT,PhysicalAccessEvent,PHY-00035782,2025-05-07T18:34:24,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1124
REL-0708349,Person,PER-020096,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035782,2025-05-07T18:34:24,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1124
REL-0708390,Case,CASE-01209,HAS_EVENT,PhysicalAccessEvent,PHY-00035803,2024-08-22T02:44:37,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1209
REL-0708391,Person,PER-021845,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035803,2024-08-22T02:44:37,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1209
REL-0708420,Case,CASE-01269,HAS_EVENT,PhysicalAccessEvent,PHY-00035818,2024-12-23T18:43:06,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1269
REL-0708421,Person,PER-022852,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035818,2024-12-23T18:43:06,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1269
REL-0708452,Case,CASE-01334,HAS_EVENT,PhysicalAccessEvent,PHY-00035834,2025-04-13T11:35:34,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1334
REL-0708453,Person,PER-023945,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035834,2025-04-13T11:35:34,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1334
REL-0708544,Case,CASE-01519,HAS_EVENT,PhysicalAccessEvent,PHY-00035880,2024-10-05T00:18:08,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1519
REL-0708545,Person,PER-027179,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035880,2024-10-05T00:18:08,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1519
REL-0708578,Case,CASE-01584,HAS_EVENT,PhysicalAccessEvent,PHY-00035897,2024-12-25T21:06:46,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1584
REL-0708579,Person,PER-028278,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035897,2024-12-25T21:06:46,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1584
REL-0708582,Case,CASE-01594,HAS_EVENT,PhysicalAccessEvent,PHY-00035899,2025-10-21T18:12:09,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1594
REL-0708583,Person,PER-028494,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035899,2025-10-21T18:12:09,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1594
REL-0708618,Case,CASE-01664,HAS_EVENT,PhysicalAccessEvent,PHY-00035917,2024-02-19T21:55:48,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1664
REL-0708619,Person,PER-029521,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035917,2024-02-19T21:55:48,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1664
REL-0708658,Case,CASE-01744,HAS_EVENT,PhysicalAccessEvent,PHY-00035937,2024-12-23T22:40:24,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1744
REL-0708659,Person,PER-031212,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035937,2024-12-23T22:40:24,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1744
REL-0708782,Case,CASE-01994,HAS_EVENT,PhysicalAccessEvent,PHY-00035999,2024-01-03T11:28:49,MEDIUM,SYNTHETIC,,,true,Synthetic case evidence linkage.,SCN-PHYS-1994
REL-0708783,Person,PER-035454,PARTICIPATED_IN,PhysicalAccessEvent,PHY-00035999,2024-01-03T11:28:49,MEDIUM,SYNTHETIC,,,true,Synthetic physical activity pattern.,SCN-PHYS-1994
REL-0708868,Device,DEV-026713,CONNECTED_TO,Device,DEV-026714,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0708901,Device,DEV-025986,CONNECTED_TO,Device,DEV-025987,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0709267,Device,DEV-003215,CONNECTED_TO,Device,DEV-003216,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0709578,Person,PER-028450,ASSOCIATED_WITH,Organization,ORG-01798,,MEDIUM,SYNTHETIC,,,true,Synthetic background association.,
REL-0709765,Phone,PH-017380,CONNECTED_TO,Phone,PH-017381,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0709920,Phone,PH-015260,CONNECTED_TO,Phone,PH-015261,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0709926,Phone,PH-030676,CONNECTED_TO,Phone,PH-030677,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0709986,Device,DEV-031230,CONNECTED_TO,Device,DEV-031231,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0710628,Phone,PH-000475,CONNECTED_TO,Phone,PH-000476,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0710689,Device,DEV-000373,CONNECTED_TO,Device,DEV-000374,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0711304,Device,DEV-020374,CONNECTED_TO,Device,DEV-020375,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0711733,Phone,PH-032658,CONNECTED_TO,Phone,PH-032659,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0712011,Device,DEV-019273,CONNECTED_TO,Device,DEV-019274,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0712125,Phone,PH-004465,CONNECTED_TO,Phone,PH-004466,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0712197,Phone,PH-003056,CONNECTED_TO,Phone,PH-003057,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0712426,Phone,PH-021374,CONNECTED_TO,Phone,PH-021375,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0712680,Device,DEV-002494,CONNECTED_TO,Device,DEV-002495,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0712732,Device,DEV-008848,CONNECTED_TO,Device,DEV-008849,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0712763,Device,DEV-032368,CONNECTED_TO,Device,DEV-032369,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0713233,Phone,PH-015765,CONNECTED_TO,Phone,PH-015766,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0713665,Phone,PH-008898,CONNECTED_TO,Phone,PH-008899,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0713911,Phone,PH-007808,CONNECTED_TO,Phone,PH-007809,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0714586,Device,DEV-032134,CONNECTED_TO,Device,DEV-032135,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0714847,Device,DEV-004949,CONNECTED_TO,Device,DEV-004950,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0714949,Device,DEV-012846,CONNECTED_TO,Device,DEV-012847,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0715188,Device,DEV-009794,CONNECTED_TO,Device,DEV-009795,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0715341,Phone,PH-003762,CONNECTED_TO,Phone,PH-003763,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0715462,Phone,PH-010527,CONNECTED_TO,Phone,PH-010528,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0715655,Phone,PH-027973,CONNECTED_TO,Phone,PH-027974,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0715693,Device,DEV-009933,CONNECTED_TO,Device,DEV-009934,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0715899,Device,DEV-009759,CONNECTED_TO,Device,DEV-009760,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0715975,Device,DEV-029836,CONNECTED_TO,Device,DEV-029837,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0716021,Device,DEV-012847,CONNECTED_TO,Device,DEV-012848,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0716077,Device,DEV-001023,CONNECTED_TO,Device,DEV-001024,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0716723,Phone,PH-022782,CONNECTED_TO,Phone,PH-022783,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0716788,Device,DEV-006423,CONNECTED_TO,Device,DEV-006424,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0716954,Phone,PH-030044,CONNECTED_TO,Phone,PH-030045,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0716955,Device,DEV-017935,CONNECTED_TO,Device,DEV-017936,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0716968,Phone,PH-022830,CONNECTED_TO,Phone,PH-022831,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0716982,Device,DEV-005949,CONNECTED_TO,Device,DEV-005950,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0717007,Device,DEV-017242,CONNECTED_TO,Device,DEV-017243,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0717036,Device,DEV-016650,CONNECTED_TO,Device,DEV-016651,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0718553,Device,DEV-017934,CONNECTED_TO,Device,DEV-017935,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0718839,Device,DEV-022759,CONNECTED_TO,Device,DEV-022760,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0719002,Phone,PH-022831,CONNECTED_TO,Phone,PH-022832,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0719503,Phone,PH-016177,CONNECTED_TO,Phone,PH-016178,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0719607,Phone,PH-021725,CONNECTED_TO,Phone,PH-021726,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0719912,Device,DEV-017277,CONNECTED_TO,Device,DEV-017278,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0720441,Phone,PH-024106,CONNECTED_TO,Phone,PH-024107,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0721099,Phone,PH-026681,CONNECTED_TO,Phone,PH-026682,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0721132,Device,DEV-025779,CONNECTED_TO,Device,DEV-025780,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0721144,Phone,PH-004497,CONNECTED_TO,Phone,PH-004498,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0721428,Phone,PH-001748,CONNECTED_TO,Phone,PH-001749,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0721646,Device,DEV-024220,CONNECTED_TO,Device,DEV-024221,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0722890,Device,DEV-030382,CONNECTED_TO,Device,DEV-030383,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0722920,Device,DEV-006363,CONNECTED_TO,Device,DEV-006364,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0723003,Device,DEV-015716,CONNECTED_TO,Device,DEV-015717,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0723230,Device,DEV-025838,CONNECTED_TO,Device,DEV-025839,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0723778,Device,DEV-006541,CONNECTED_TO,Device,DEV-006542,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0724024,Device,DEV-019797,CONNECTED_TO,Device,DEV-019798,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0724297,Phone,PH-019502,CONNECTED_TO,Phone,PH-019503,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0724431,Phone,PH-014810,CONNECTED_TO,Phone,PH-014811,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0724470,Device,DEV-004434,CONNECTED_TO,Device,DEV-004435,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0724499,Phone,PH-033162,CONNECTED_TO,Phone,PH-033163,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0724531,Phone,PH-021726,CONNECTED_TO,Phone,PH-021727,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0724807,Phone,PH-024038,CONNECTED_TO,Phone,PH-024039,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0725453,Phone,PH-004059,CONNECTED_TO,Phone,PH-004060,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0725513,Device,DEV-005646,CONNECTED_TO,Device,DEV-005647,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0725863,Device,DEV-002493,CONNECTED_TO,Device,DEV-002494,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726131,Device,DEV-020375,CONNECTED_TO,Device,DEV-020376,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726538,Device,DEV-007960,CONNECTED_TO,Device,DEV-007961,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726625,Device,DEV-032570,CONNECTED_TO,Device,DEV-032571,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726628,Device,DEV-001019,CONNECTED_TO,Device,DEV-001020,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726701,Device,DEV-024221,CONNECTED_TO,Device,DEV-024222,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0726868,Phone,PH-001049,CONNECTED_TO,Phone,PH-001050,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0726982,Phone,PH-006957,CONNECTED_TO,Phone,PH-006958,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0727151,Device,DEV-008556,CONNECTED_TO,Device,DEV-008557,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0727248,Phone,PH-011072,CONNECTED_TO,Phone,PH-011073,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0727465,Phone,PH-030043,CONNECTED_TO,Phone,PH-030044,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0727479,Phone,PH-027682,CONNECTED_TO,Phone,PH-027683,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0727600,Phone,PH-033163,CONNECTED_TO,Phone,PH-033164,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0727845,Phone,PH-004032,CONNECTED_TO,Phone,PH-004033,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0728059,Device,DEV-032257,CONNECTED_TO,Device,DEV-032258,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0728084,Phone,PH-001187,CONNECTED_TO,Phone,PH-001188,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0728154,Device,DEV-032572,CONNECTED_TO,Device,DEV-032573,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0728834,Phone,PH-022608,CONNECTED_TO,Phone,PH-022609,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0728872,Person,PER-003233,ASSOCIATED_WITH,Organization,ORG-03081,,MEDIUM,SYNTHETIC,,,true,Synthetic background association.,
REL-0729430,Device,DEV-000531,CONNECTED_TO,Device,DEV-000532,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0729592,Device,DEV-016220,CONNECTED_TO,Device,DEV-016221,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0730248,Device,DEV-001471,CONNECTED_TO,Device,DEV-001472,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0730340,Phone,PH-002497,CONNECTED_TO,Phone,PH-002498,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0730745,Phone,PH-000044,CONNECTED_TO,Phone,PH-000045,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0730986,Device,DEV-002715,CONNECTED_TO,Device,DEV-002716,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0731111,Phone,PH-002282,CONNECTED_TO,Phone,PH-002283,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0731689,Device,DEV-001331,CONNECTED_TO,Device,DEV-001332,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0731776,Person,PER-017223,ASSOCIATED_WITH,Organization,ORG-01887,,MEDIUM,SYNTHETIC,,,true,Synthetic background association.,
REL-0731926,Device,DEV-019293,CONNECTED_TO,Device,DEV-019294,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0732130,Phone,PH-007674,CONNECTED_TO,Phone,PH-007675,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0732146,Device,DEV-004433,CONNECTED_TO,Device,DEV-004434,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0732491,Phone,PH-029854,CONNECTED_TO,Phone,PH-029855,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0733330,Device,DEV-017276,CONNECTED_TO,Device,DEV-017277,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0733343,Device,DEV-031192,CONNECTED_TO,Device,DEV-031193,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0733663,Device,DEV-023209,CONNECTED_TO,Device,DEV-023210,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0734181,Device,DEV-015715,CONNECTED_TO,Device,DEV-015716,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0734357,Phone,PH-018169,CONNECTED_TO,Phone,PH-018170,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0734500,Phone,PH-026682,CONNECTED_TO,Phone,PH-026683,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0734969,Phone,PH-029455,CONNECTED_TO,Phone,PH-029456,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0735114,Device,DEV-001024,CONNECTED_TO,Device,DEV-001025,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0735314,Device,DEV-032569,CONNECTED_TO,Device,DEV-032570,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0735398,Device,DEV-030159,CONNECTED_TO,Device,DEV-030160,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0735677,Phone,PH-008997,CONNECTED_TO,Phone,PH-008998,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0735844,Device,DEV-026712,CONNECTED_TO,Device,DEV-026713,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0736779,Device,DEV-030158,CONNECTED_TO,Device,DEV-030159,,MEDIUM,SYNTHETIC,,,true,Synthetic background device connectivity.,
REL-0737041,Phone,PH-006692,CONNECTED_TO,Phone,PH-006693,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0737383,Phone,PH-007840,CONNECTED_TO,Phone,PH-007841,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0737900,Phone,PH-003763,CONNECTED_TO,Phone,PH-003764,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0738142,Phone,PH-024697,CONNECTED_TO,Phone,PH-024698,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
REL-0738173,Phone,PH-003346,CONNECTED_TO,Phone,PH-003347,,MEDIUM,SYNTHETIC,,,true,Synthetic background phone connectivity.,
