case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-01472,Synthetic investigation 1472,communication,review,2024-04-01T00:37:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1472,Medium,synthetic-design,AUDIT-cases-CASE-01472
CASE-01473,Synthetic investigation 1473,cyber,open,2024-03-19T20:11:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1473,Medium,synthetic-design,AUDIT-cases-CASE-01473
CASE-01474,Synthetic investigation 1474,physical,closed,2025-02-10T11:45:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1474,Medium,synthetic-design,AUDIT-cases-CASE-01474
CASE-01475,Synthetic investigation 1475,mixed,review,2024-02-15T16:26:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1475,Medium,synthetic-design,AUDIT-cases-CASE-01475
CASE-01476,Synthetic investigation 1476,financial,closed,2025-05-15T11:25:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1476,Medium,synthetic-design,AUDIT-cases-CASE-01476
CASE-01477,Synthetic investigation 1477,communication,open,2024-01-28T03:04:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1477,Medium,synthetic-design,AUDIT-cases-CASE-01477
CASE-01478,Synthetic investigation 1478,cyber,open,2025-02-04T11:52:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1478,Medium,synthetic-design,AUDIT-cases-CASE-01478
CASE-01479,Synthetic investigation 1479,physical,review,2025-06-27T05:59:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1479,Medium,synthetic-design,AUDIT-cases-CASE-01479
CASE-01480,Synthetic investigation 1480,mixed,open,2025-03-14T18:05:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1480,Medium,synthetic-design,AUDIT-cases-CASE-01480
CASE-01481,Synthetic investigation 1481,financial,review,2024-03-02T17:09:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1481,Medium,synthetic-design,AUDIT-cases-CASE-01481
CASE-01482,Synthetic investigation 1482,communication,closed,2024-01-27T18:32:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1482,Medium,synthetic-design,AUDIT-cases-CASE-01482
CASE-01483,Synthetic investigation 1483,cyber,closed,2024-01-12T08:58:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1483,Medium,synthetic-design,AUDIT-cases-CASE-01483
CASE-01484,Synthetic investigation 1484,physical,review,2024-01-28T08:11:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1484,Medium,synthetic-design,AUDIT-cases-CASE-01484
CASE-01485,Synthetic investigation 1485,mixed,closed,2024-10-04T06:31:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1485,Medium,synthetic-design,AUDIT-cases-CASE-01485
CASE-01486,Synthetic investigation 1486,financial,closed,2024-11-14T23:13:30,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1486,Medium,synthetic-design,AUDIT-cases-CASE-01486
CASE-01487,Synthetic investigation 1487,communication,review,2024-01-24T12:39:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1487,Medium,synthetic-design,AUDIT-cases-CASE-01487
CASE-01488,Synthetic investigation 1488,cyber,open,2024-07-01T10:08:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1488,Medium,synthetic-design,AUDIT-cases-CASE-01488
CASE-01489,Synthetic investigation 1489,physical,open,2024-04-04T04:04:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1489,Medium,synthetic-design,AUDIT-cases-CASE-01489
CASE-01490,Synthetic investigation 1490,mixed,open,2025-04-06T07:46:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1490,Medium,synthetic-design,AUDIT-cases-CASE-01490
CASE-01491,Synthetic investigation 1491,financial,review,2024-03-21T17:41:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1491,Medium,synthetic-design,AUDIT-cases-CASE-01491
CASE-01492,Synthetic investigation 1492,communication,closed,2024-08-22T04:08:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1492,Medium,synthetic-design,AUDIT-cases-CASE-01492
CASE-01493,Synthetic investigation 1493,cyber,open,2024-02-21T17:04:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1493,Medium,synthetic-design,AUDIT-cases-CASE-01493
CASE-01494,Synthetic investigation 1494,physical,review,2024-01-26T03:00:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1494,Medium,synthetic-design,AUDIT-cases-CASE-01494
CASE-01495,Synthetic investigation 1495,mixed,closed,2024-04-23T11:16:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1495,Medium,synthetic-design,AUDIT-cases-CASE-01495
CASE-01496,Synthetic investigation 1496,financial,review,2025-02-04T18:12:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1496,Medium,synthetic-design,AUDIT-cases-CASE-01496
CASE-01497,Synthetic investigation 1497,communication,open,2024-03-03T03:42:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1497,Medium,synthetic-design,AUDIT-cases-CASE-01497
CASE-01498,Synthetic investigation 1498,cyber,review,2024-01-19T08:22:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1498,Medium,synthetic-design,AUDIT-cases-CASE-01498
CASE-01499,Synthetic investigation 1499,physical,closed,2024-11-04T02:30:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1499,Medium,synthetic-design,AUDIT-cases-CASE-01499
CASE-01500,Synthetic investigation 1500,mixed,closed,2024-09-18T18:51:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1500,Medium,synthetic-design,AUDIT-cases-CASE-01500
CASE-01501,Synthetic investigation 1501,financial,open,2024-07-09T17:24:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1501,Medium,synthetic-design,AUDIT-cases-CASE-01501
CASE-01502,Synthetic investigation 1502,communication,open,2025-07-07T06:40:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1502,Medium,synthetic-design,AUDIT-cases-CASE-01502
CASE-01503,Synthetic investigation 1503,cyber,open,2024-05-25T00:22:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1503,Medium,synthetic-design,AUDIT-cases-CASE-01503
CASE-01504,Synthetic investigation 1504,physical,closed,2024-12-26T05:16:13,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1504,Medium,synthetic-design,AUDIT-cases-CASE-01504
CASE-01505,Synthetic investigation 1505,mixed,open,2024-02-29T17:13:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1505,Medium,synthetic-design,AUDIT-cases-CASE-01505
CASE-01506,Synthetic investigation 1506,financial,closed,2025-06-14T05:11:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1506,Medium,synthetic-design,AUDIT-cases-CASE-01506
CASE-01507,Synthetic investigation 1507,communication,closed,2025-06-24T07:25:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1507,Medium,synthetic-design,AUDIT-cases-CASE-01507
CASE-01508,Synthetic investigation 1508,cyber,open,2024-07-18T02:53:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1508,Medium,synthetic-design,AUDIT-cases-CASE-01508
CASE-01509,Synthetic investigation 1509,physical,closed,2024-04-01T13:03:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1509,Medium,synthetic-design,AUDIT-cases-CASE-01509
CASE-01510,Synthetic investigation 1510,mixed,open,2025-06-07T11:22:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1510,Medium,synthetic-design,AUDIT-cases-CASE-01510
CASE-01511,Synthetic investigation 1511,financial,open,2024-02-19T16:46:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1511,Medium,synthetic-design,AUDIT-cases-CASE-01511
CASE-01512,Synthetic investigation 1512,communication,open,2025-06-09T03:53:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1512,Medium,synthetic-design,AUDIT-cases-CASE-01512
CASE-01513,Synthetic investigation 1513,cyber,review,2025-07-27T02:45:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1513,Medium,synthetic-design,AUDIT-cases-CASE-01513
CASE-01514,Synthetic investigation 1514,physical,review,2024-04-09T15:45:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1514,Medium,synthetic-design,AUDIT-cases-CASE-01514
CASE-01515,Synthetic investigation 1515,mixed,closed,2025-07-24T08:07:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1515,Medium,synthetic-design,AUDIT-cases-CASE-01515
CASE-01516,Synthetic investigation 1516,financial,closed,2024-08-01T18:31:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1516,Medium,synthetic-design,AUDIT-cases-CASE-01516
CASE-01517,Synthetic investigation 1517,communication,closed,2024-04-08T08:59:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1517,Medium,synthetic-design,AUDIT-cases-CASE-01517
CASE-01518,Synthetic investigation 1518,cyber,open,2025-04-20T20:12:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1518,Medium,synthetic-design,AUDIT-cases-CASE-01518
CASE-01519,Synthetic investigation 1519,physical,closed,2024-04-16T13:11:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1519,Medium,synthetic-design,AUDIT-cases-CASE-01519
CASE-01520,Synthetic investigation 1520,mixed,closed,2024-05-04T18:12:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1520,Medium,synthetic-design,AUDIT-cases-CASE-01520
CASE-01521,Synthetic investigation 1521,financial,open,2025-04-12T05:53:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1521,Medium,synthetic-design,AUDIT-cases-CASE-01521
CASE-01522,Synthetic investigation 1522,communication,open,2025-07-28T14:32:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1522,Medium,synthetic-design,AUDIT-cases-CASE-01522
CASE-01523,Synthetic investigation 1523,cyber,open,2024-07-09T02:20:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1523,Medium,synthetic-design,AUDIT-cases-CASE-01523
CASE-01524,Synthetic investigation 1524,physical,review,2025-04-15T05:54:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1524,Medium,synthetic-design,AUDIT-cases-CASE-01524
CASE-01525,Synthetic investigation 1525,mixed,review,2024-09-18T13:39:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1525,Medium,synthetic-design,AUDIT-cases-CASE-01525
CASE-01526,Synthetic investigation 1526,financial,open,2025-03-29T10:18:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1526,Medium,synthetic-design,AUDIT-cases-CASE-01526
CASE-01527,Synthetic investigation 1527,communication,review,2025-07-26T08:37:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1527,Medium,synthetic-design,AUDIT-cases-CASE-01527
CASE-01528,Synthetic investigation 1528,cyber,open,2025-03-20T15:06:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1528,Medium,synthetic-design,AUDIT-cases-CASE-01528
CASE-01529,Synthetic investigation 1529,physical,closed,2024-08-06T03:02:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1529,Medium,synthetic-design,AUDIT-cases-CASE-01529
CASE-01530,Synthetic investigation 1530,mixed,open,2024-12-07T04:50:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1530,Medium,synthetic-design,AUDIT-cases-CASE-01530
CASE-01531,Synthetic investigation 1531,financial,closed,2025-06-23T05:19:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1531,Medium,synthetic-design,AUDIT-cases-CASE-01531
CASE-01532,Synthetic investigation 1532,communication,review,2024-05-30T14:56:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1532,Medium,synthetic-design,AUDIT-cases-CASE-01532
CASE-01533,Synthetic investigation 1533,cyber,closed,2024-10-13T12:35:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1533,Medium,synthetic-design,AUDIT-cases-CASE-01533
CASE-01534,Synthetic investigation 1534,physical,closed,2025-04-23T08:49:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1534,Medium,synthetic-design,AUDIT-cases-CASE-01534
CASE-01535,Synthetic investigation 1535,mixed,closed,2024-03-28T07:30:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1535,Medium,synthetic-design,AUDIT-cases-CASE-01535
CASE-01536,Synthetic investigation 1536,financial,open,2024-03-30T17:47:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1536,Medium,synthetic-design,AUDIT-cases-CASE-01536
CASE-01537,Synthetic investigation 1537,communication,open,2024-09-05T15:10:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1537,Medium,synthetic-design,AUDIT-cases-CASE-01537
CASE-01538,Synthetic investigation 1538,cyber,closed,2024-08-01T16:41:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1538,Medium,synthetic-design,AUDIT-cases-CASE-01538
CASE-01539,Synthetic investigation 1539,physical,open,2024-09-01T09:04:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1539,Medium,synthetic-design,AUDIT-cases-CASE-01539
CASE-01540,Synthetic investigation 1540,mixed,closed,2024-01-03T16:34:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1540,Medium,synthetic-design,AUDIT-cases-CASE-01540
CASE-01541,Synthetic investigation 1541,financial,open,2024-12-22T02:00:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1541,Medium,synthetic-design,AUDIT-cases-CASE-01541
CASE-01542,Synthetic investigation 1542,communication,review,2025-06-26T02:27:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1542,Medium,synthetic-design,AUDIT-cases-CASE-01542
CASE-01543,Synthetic investigation 1543,cyber,closed,2025-01-22T00:00:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1543,Medium,synthetic-design,AUDIT-cases-CASE-01543
CASE-01544,Synthetic investigation 1544,physical,open,2025-03-22T14:16:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1544,Medium,synthetic-design,AUDIT-cases-CASE-01544
CASE-01545,Synthetic investigation 1545,mixed,open,2025-03-28T12:02:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1545,Medium,synthetic-design,AUDIT-cases-CASE-01545
CASE-01546,Synthetic investigation 1546,financial,closed,2024-04-03T07:00:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1546,Medium,synthetic-design,AUDIT-cases-CASE-01546
CASE-01547,Synthetic investigation 1547,communication,open,2025-04-01T10:56:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1547,Medium,synthetic-design,AUDIT-cases-CASE-01547
CASE-01548,Synthetic investigation 1548,cyber,closed,2025-03-24T19:35:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1548,Medium,synthetic-design,AUDIT-cases-CASE-01548
CASE-01549,Synthetic investigation 1549,physical,review,2024-01-30T17:37:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1549,Medium,synthetic-design,AUDIT-cases-CASE-01549
CASE-01550,Synthetic investigation 1550,mixed,open,2025-04-21T00:44:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1550,Medium,synthetic-design,AUDIT-cases-CASE-01550
CASE-01551,Synthetic investigation 1551,financial,review,2024-04-05T13:58:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1551,Medium,synthetic-design,AUDIT-cases-CASE-01551
CASE-01552,Synthetic investigation 1552,communication,closed,2025-05-18T01:42:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1552,Medium,synthetic-design,AUDIT-cases-CASE-01552
CASE-01553,Synthetic investigation 1553,cyber,open,2024-07-01T23:14:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1553,Medium,synthetic-design,AUDIT-cases-CASE-01553
CASE-01554,Synthetic investigation 1554,physical,open,2025-07-10T21:24:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1554,Medium,synthetic-design,AUDIT-cases-CASE-01554
CASE-01555,Synthetic investigation 1555,mixed,open,2024-09-26T13:42:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1555,Medium,synthetic-design,AUDIT-cases-CASE-01555
CASE-01556,Synthetic investigation 1556,financial,closed,2024-01-30T14:00:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1556,Medium,synthetic-design,AUDIT-cases-CASE-01556
CASE-01557,Synthetic investigation 1557,communication,closed,2025-06-23T17:32:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1557,Medium,synthetic-design,AUDIT-cases-CASE-01557
CASE-01558,Synthetic investigation 1558,cyber,closed,2024-08-13T05:35:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1558,Medium,synthetic-design,AUDIT-cases-CASE-01558
CASE-01559,Synthetic investigation 1559,physical,review,2024-02-16T04:49:13,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1559,Medium,synthetic-design,AUDIT-cases-CASE-01559
CASE-01560,Synthetic investigation 1560,mixed,review,2025-03-02T19:39:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1560,Medium,synthetic-design,AUDIT-cases-CASE-01560
CASE-01561,Synthetic investigation 1561,financial,open,2025-02-26T15:03:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1561,Medium,synthetic-design,AUDIT-cases-CASE-01561
CASE-01562,Synthetic investigation 1562,communication,review,2025-01-06T17:15:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1562,Medium,synthetic-design,AUDIT-cases-CASE-01562
CASE-01563,Synthetic investigation 1563,cyber,review,2024-07-29T23:12:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1563,Medium,synthetic-design,AUDIT-cases-CASE-01563
CASE-01564,Synthetic investigation 1564,physical,closed,2024-10-04T18:10:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1564,Medium,synthetic-design,AUDIT-cases-CASE-01564
CASE-01565,Synthetic investigation 1565,mixed,review,2024-04-18T12:24:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1565,Medium,synthetic-design,AUDIT-cases-CASE-01565
CASE-01566,Synthetic investigation 1566,financial,review,2024-07-14T14:22:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1566,Medium,synthetic-design,AUDIT-cases-CASE-01566
CASE-01567,Synthetic investigation 1567,communication,review,2025-01-14T18:44:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1567,Medium,synthetic-design,AUDIT-cases-CASE-01567
CASE-01568,Synthetic investigation 1568,cyber,closed,2025-04-30T17:21:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1568,Medium,synthetic-design,AUDIT-cases-CASE-01568
CASE-01569,Synthetic investigation 1569,physical,closed,2025-03-30T18:51:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1569,Medium,synthetic-design,AUDIT-cases-CASE-01569
CASE-01570,Synthetic investigation 1570,mixed,closed,2024-06-13T03:19:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1570,Medium,synthetic-design,AUDIT-cases-CASE-01570
CASE-01571,Synthetic investigation 1571,financial,closed,2024-05-03T06:50:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1571,Medium,synthetic-design,AUDIT-cases-CASE-01571
CASE-01572,Synthetic investigation 1572,communication,open,2025-04-17T21:34:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1572,Medium,synthetic-design,AUDIT-cases-CASE-01572
CASE-01573,Synthetic investigation 1573,cyber,review,2024-06-23T04:21:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1573,Medium,synthetic-design,AUDIT-cases-CASE-01573
CASE-01574,Synthetic investigation 1574,physical,closed,2025-07-11T15:08:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1574,Medium,synthetic-design,AUDIT-cases-CASE-01574
CASE-01575,Synthetic investigation 1575,mixed,open,2024-01-27T20:12:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1575,Medium,synthetic-design,AUDIT-cases-CASE-01575
CASE-01576,Synthetic investigation 1576,financial,review,2025-07-23T16:32:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1576,Medium,synthetic-design,AUDIT-cases-CASE-01576
CASE-01577,Synthetic investigation 1577,communication,closed,2025-02-11T14:45:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1577,Medium,synthetic-design,AUDIT-cases-CASE-01577
CASE-01578,Synthetic investigation 1578,cyber,open,2025-06-17T07:20:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1578,Medium,synthetic-design,AUDIT-cases-CASE-01578
CASE-01579,Synthetic investigation 1579,physical,open,2025-06-12T15:47:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1579,Medium,synthetic-design,AUDIT-cases-CASE-01579
CASE-01580,Synthetic investigation 1580,mixed,review,2025-05-31T13:55:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1580,Medium,synthetic-design,AUDIT-cases-CASE-01580
CASE-01581,Synthetic investigation 1581,financial,review,2024-08-07T21:19:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1581,Medium,synthetic-design,AUDIT-cases-CASE-01581
CASE-01582,Synthetic investigation 1582,communication,closed,2024-02-27T22:28:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1582,Medium,synthetic-design,AUDIT-cases-CASE-01582
CASE-01583,Synthetic investigation 1583,cyber,open,2025-05-07T12:20:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1583,Medium,synthetic-design,AUDIT-cases-CASE-01583
CASE-01584,Synthetic investigation 1584,physical,closed,2024-08-24T18:19:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1584,Medium,synthetic-design,AUDIT-cases-CASE-01584
CASE-01585,Synthetic investigation 1585,mixed,open,2024-03-26T09:26:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1585,Medium,synthetic-design,AUDIT-cases-CASE-01585
CASE-01586,Synthetic investigation 1586,financial,closed,2024-01-29T10:59:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1586,Medium,synthetic-design,AUDIT-cases-CASE-01586
CASE-01587,Synthetic investigation 1587,communication,open,2024-12-27T12:49:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1587,Medium,synthetic-design,AUDIT-cases-CASE-01587
CASE-01588,Synthetic investigation 1588,cyber,open,2025-07-25T09:52:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1588,Medium,synthetic-design,AUDIT-cases-CASE-01588
CASE-01589,Synthetic investigation 1589,physical,review,2024-05-05T16:35:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1589,Medium,synthetic-design,AUDIT-cases-CASE-01589
CASE-01590,Synthetic investigation 1590,mixed,closed,2024-10-31T10:01:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1590,Medium,synthetic-design,AUDIT-cases-CASE-01590
CASE-01591,Synthetic investigation 1591,financial,open,2024-06-18T19:12:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1591,Medium,synthetic-design,AUDIT-cases-CASE-01591
CASE-01592,Synthetic investigation 1592,communication,open,2024-05-28T10:51:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1592,Medium,synthetic-design,AUDIT-cases-CASE-01592
CASE-01593,Synthetic investigation 1593,cyber,review,2024-07-22T13:56:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1593,Medium,synthetic-design,AUDIT-cases-CASE-01593
CASE-01594,Synthetic investigation 1594,physical,open,2024-02-04T07:03:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1594,Medium,synthetic-design,AUDIT-cases-CASE-01594
CASE-01595,Synthetic investigation 1595,mixed,closed,2024-12-04T18:59:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1595,Medium,synthetic-design,AUDIT-cases-CASE-01595
CASE-01596,Synthetic investigation 1596,financial,closed,2025-05-18T22:43:30,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1596,Medium,synthetic-design,AUDIT-cases-CASE-01596
